CruiseTow,CruiseName,Event,Tow,GridLine,GridStation,Date,TimeStart,TimeLocal,LatitudeStart,LongitudeStart,TimeEnd,LatitudeEnd,LongitudeEnd,DurationTow,Heading,SOG,WaterDepth,WindSpeed,WindDirection,NetID,TowType,DepthTarget,DepthMaximum,VolumeFilteredM3,ZAID,RadioNum,RadioVol,SiphonNum,SiphonVol,Hydrozoa_oNum,Hydrozoa_oVol,PeriphylNum,PeriphylVol,Scyphozo_oNum,Scyphozo_oVol,Cnidaria_oNum,Cnidaria_oVol,CtenophNum,CtenophVol,ClioNum,ClioVol,LimacinaNum,LimacinaVol,ClioneNum,ClioneVol,SpongiobNum,SpongiobVol,Gastropo_oNum,Gastropo_oVol,CephalopNum,CephalopVol,TomopterNum,TomopterVol,Polychae_oNum,Polychae_oVol,PseudosaNum,PseudosaVol,Chaetogn_oNum,Chaetogn_oVol,CopepodaNum,CopepodaVol,OstracodNum,OstracodVol,MysidaNum,MysidaVol,GammaridNum,GammaridVol,VibiliaNum,VibiliaVol,CyllopusNum,CyllopusVol,PrimnoNum,PrimnoVol,ThemistoNum,ThemistoVol,HyperielNum,HyperielVol,HyperocheNum,HyperocheVol,Amphipod_oNum,Amphipod_oVol,EsuperbaNum,EsuperbaVol,EcrystalNum,EcrystalVol,EfrigidaNum,EfrigidaVol,EtriacanNum,EtriacanVol,ThysanoeNum,ThysanoeVol,Euphaus_oNum,Euphaus_oVol,DecapodaNum,DecapodaVol,IhleaNum,IhleaVol,SalpaAggNum,SalpaAggVol,SalpaSolNum,SalpaSolVol,SalpidaeNum,SalpidaeVol,PantarctNum,PantarctVol,TeleosteNum,TeleosteVol,otherNum,otherVol
180021,LMG10-01,126,21,585,135,2010-01-10,00:46:00,21:46:00,-64.4657,-66.1778,01:26:00,-64.4888,-66.2148,40,214,2.5,390,10.4,40,2,Standard,0-120,120.1,11381.5,Full,0.527,0.009,0.088,0.008,0,0,0,0,0,0,0,0,0,0,0.176,0.044,25.919,0.527,1.582,0.351,0.351,0.026,0,0,0,0,0.176,0.176,0,0,1.757,0.308,4.13,0.176,8.786,0.097,0,0,0,0,0,0,5.36,0.395,0.264,0.026,0.264,0.009,0.791,0.026,0.088,0.009,0.088,0.008,0,0,1.318,5.272,0,0,0,0,0,0,249.879,18.371,0,0,0,0,,,190.221,65.317,0,0,0,0,0,0,0.176,0.008,0,0
180025,LMG10-01,152,25,500,100,2010-01-11,08:27:00,05:27:00,-65.2375,-66.7741,09:03:00,-65.2193,-66.7525,36,41,1.8,434,30,44,2,Standard,0-120,119.5,9464.9,Full,0,0,2.853,0.053,0,0,0,0,0,0,0,0,0,0,0,0,32.541,0.423,0.845,0.106,0.951,0.106,0,0,0,0,0.106,0.01,0,0,8.135,1.057,4.12,0.053,16.165,0.158,0,0,0,0,0,0,0.74,0.053,0.423,0.106,0,0,0.106,0.01,0,0,0,0,0,0,33.281,20.285,0,0,0,0,0,0,115.373,4.543,0,0,0,0,,,19.335,18.648,0,0,0,0,0,0,0.317,0.032,0,0
180028,LMG10-01,161,28,400,40,2010-01-11,18:49:00,15:49:00,-66.2557,-67.3645,19:16:00,-66.242,-67.3524,27,24,,330,32,40,2,Standard,0-120,112.7,7159.5,Full,0.14,0.013,14.666,0.419,0.419,0.112,0,0,0,0,0,0,0,0,0.559,0.098,2.933,0.098,0.559,0.07,0.419,0.042,0,0,0,0,0,0,0,0,2.514,0.419,18.577,0.349,87.995,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.599,10.476,5.447,1.327,0,0,0,0,175.151,7.193,0,0,0,0,,,0,0,0,0,0,0,0,0,2.095,0.028,0,0
180030,LMG10-01,172,30,400,100,2010-01-12,03:01:00,00:01:00,-65.8753,-68.2761,03:33:00,-65.8596,-68.2488,32,29,,363,25,28,2,Standard,0-120,121,8501.6,Full,0.47,0.011,20.702,0.412,0.823,0.235,0,0,0,0,0,0,0,0,0,0,39.522,0.765,0.823,0.118,1.176,0.059,0,0,0,0,0.47,0.011,0,0,5.411,1.529,12.821,0.529,25.407,0.235,0,0,0,0,0,0,0.235,0.011,0,0,0,0,0.353,0.059,0,0,0.353,0.011,0,0,0.235,0.176,0,0,0,0,0,0,271.478,10.88,0,0,0,0,,,1.176,0.823,0,0,0,0,0,0,0.353,0.176,0,0
180034,LMG10-01,187,34,400,160,2010-01-12,10:26:00,07:26:00,-65.4936,-69.1959,11:14:00,-65.4635,-69.162,48,23,2.8,369,30,41,2,Standard,0-120,120.5,14264.7,Full,-1,-1,2.243,0.098,0,0,0,0,0,0,0,0,0,0,0.14,0.014,23.134,0.421,4.907,0.736,0.421,0.035,0,0,0,0,1.472,0.315,0,0,5.748,0.771,7.221,0.203,6.029,0.07,0,0,0,0,0,0,0.351,0.028,0,0,0,0,0.14,0.014,0,0,0,0,0,0,19.419,22.363,0,0,0,0,0,0,383.253,9.955,0,0,0,0,,,2.454,0.596,0,0,0,0,0,0,0.28,0.07,0,0
180037,LMG10-01,196,37,300,160,2010-01-12,22:19:00,19:19:00,-66.1162,-70.7667,22:52:00,-66.1014,-70.7336,33,51,,508,25,48,2,Standard,0-120,120.5,3839.2,Full,9.116,-1,0.521,0.521,0,0,0,0,0,0,0,0,0,0,0.26,0.026,172.431,3.126,27.089,3.282,3.647,0.195,0,0,0,0,5.209,2.084,0.26,0.023,1.563,0.521,14.065,0.26,57.043,0.521,0,0,0,0,0,0,20.577,1.563,0.781,0.052,0,0,2.344,0.052,0,0,0.521,0.023,0,0,5.209,10.419,0,0,0,0,0,0,58.866,3.907,0,0,0.26,-1,,,277.4,98.197,0.26,1.042,0,0,0,0,46.885,0.287,0,0
180040,LMG10-01,206,40,300,120,2010-01-13,05:15:00,02:15:00,-66.3728,-70.1644,05:41:00,-66.3649,-70.1344,26,31,2.8,480,28,32,2,Standard,0-120,125.3,5164.5,Full,-1,-1,6.583,0.194,0,0,0,0,0,0,0.387,0.097,0,0,0.387,0.039,91.006,1.936,7.358,2.324,1.549,0.097,0,0,0,0,2.13,0.097,0,0,3.292,0.871,4.453,0.017,150.062,1.162,0.968,0.017,0,0,0,0,2.517,0.194,0,0,0,0,0,0,0,0,0.194,0.017,0,0,94.878,86.116,0,0,0,0,0,0,57.508,1.936,0,0,0,0,,,10.456,2.808,0.194,0.194,0,0,0,0,6.196,0.308,0,0
180042,LMG10-01,213,42,300,100,2010-01-13,11:59:00,08:59:00,-66.5004,-69.8631,12:26:00,-66.4869,-69.8575,27,6,2.8,495,20.1,,2,Standard,0-120,119.4,6516.4,Full,0,0,6.906,0.23,0,0,0,0,0,0,0.614,0.153,0,0,0.46,0.031,32.227,0.614,3.53,0.322,1.074,0.107,0,0,0,0,0,0,1.074,0.307,8.44,2.148,9.054,0.107,24.4,0.153,0,0,0,0,0,0,0.307,0.031,0,0,0,0,0,0,0,0,0.307,0.015,0,0,0.307,0.23,0,0,0,0,0,0,31.92,0.292,0,0,0,0,,,0,0,0,0,0,0,0,0,1.995,0.029,0,0
180045,LMG10-01,226,45,300,40,2010-01-13,20:26:00,17:26:00,-66.889,-68.9138,20:55:00,-66.8764,-68.8825,29,35,2.5,630,11.5,35,2,Standard,0-120,120.3,7004.9,Full,0,0,2.427,0.428,0.143,0.013,0,0,0,0,0,0,0,0,0.143,0.029,23.983,0.5,1.713,0.157,0.857,0.071,0,0,0,0,0,0,0.143,0.086,8.851,1.213,35.832,0.857,40.401,0.286,0,0,0,0,0,0,0.143,0.014,0.143,0.043,0,0,0,0,0,0,0.286,0.013,0,0,0.571,0.714,0.857,0.143,0,0,0,0,28.98,2.141,0,0,0.571,0.013,,,4.283,2.141,0,0,0,0,0,0,6.281,0.143,0,0
180048,LMG10-01,233,48,200,40,2010-01-14,05:26:00,02:26:00,-67.5079,-70.5909,05:59:00,-67.4936,-70.567,33,32,2,769,29,45,2,Standard,0-120,121.9,6769.9,Full,-1,0.013,12.408,0.606,0,0,0,0,0,0,0.886,0.192,0,0,0.295,0.074,19.794,2.068,0.591,0.074,0.295,0.015,0,0,0,0,0,0,0.886,0.013,6.352,2.954,72.97,1.846,130.431,0.886,1.034,0.013,0,0,0,0,0.739,0.044,0.148,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0.369,0,0,0,0,40.178,1.403,0,0,0.295,0.027,,,0.148,0.148,0,0,0,0,0,0,3.397,0.059,0,0
180052,LMG10-01,248,52,200,100,2010-01-14,13:54:00,10:54:00,-67.1016,-71.5362,14:26:00,-67.0923,-71.5001,32,65,2.9,452,30,68,2,Standard,0-120,122.5,8148.4,Full,0.736,0.025,17.549,0.491,0.245,0.012,0,0,0,0,0,0,0,0,0.614,0.086,42.34,0.736,0.982,0.147,0.245,0.025,0,0,0,0,0.123,0.098,0,0,7.363,1.841,11.168,0.245,25.036,0.245,0,0,0,0,0,0,0.123,0.011,0,0,0,0,0,0,0.123,0.011,0,0,0,0,1.841,1.988,0,0,0,0,0,0,251.461,11.168,0,0,0,0,,,0.245,0.086,0,0,0,0,0,0,0.245,0.048,0,0
180055,LMG10-01,259,55,200,160,2010-01-16,04:19:00,01:19:00,-66.7249,-72.491,04:41:00,-66.721,-72.4657,22,66,1.5,3286,27,56,2,Standard,0-120,121.9,5177.2,Full,0,0,12.169,0.908,0,0,0,0,0,0,0.579,1.545,-1,-1,0.193,0.017,36.12,0.676,5.601,0.657,1.932,0.193,0,0,0.386,0.039,2.125,0.251,0,0,6.76,0.966,13.134,0.483,186.586,1.972,0.773,0.017,0,0,0,0,5.601,0.328,0.966,0.058,0,0,2.704,0.077,0,0,0.386,0.058,0.193,0.019,4.636,2.414,0,0,0,0,0.386,0.29,98.508,2.629,-1,-1,0,0,,,134.821,21.687,0,0,0,0,0,0,2.125,0.328,0,0
180060,LMG10-01,277,60,100,40,2010-01-16,20:45:00,17:45:00,-68.1153,-72.3403,21:15:00,-68.1219,-72.299,30,101,,365,23.2,74,2,Standard,0-120,121,7621.2,Full,0.525,0.012,1.837,0.066,0.394,0.012,0,0,0,0,0,0,0,0,0.131,0.013,3.28,0.066,0,0,0.525,0.039,0,0,0,0,0.131,0.012,0,0,1.575,0.59,8.398,0.105,58.521,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.012,0,0,61.538,42.631,0,0,0,0,0,0,113.498,3.674,0,0,0.131,0.012,,,0,0,0,0,0,0,0,0,2.493,0.026,0,0
180063,LMG10-01,287,63,167,-33,2010-01-18,01:27:00,22:27:00,-68.1715,-70.0365,02:03:00,-68.1793,-70.0965,36,247,2.6,864,14,115,2,Standard,0-120,120.3,9774.6,Full,0.716,0.01,0.921,0.041,0.716,0.031,0,0,0,0,0,0,0,0,0.921,0.205,21.28,0.716,0.409,0.041,0.205,0.02,0,0,0.102,0.01,0.307,0.031,0,0,3.274,2.046,42.662,0.969,271.213,1.937,0.614,0.009,0,0,0.102,0.009,0.614,0.01,0,0,0.205,0.01,0,0,0,0,0.205,0.009,0,0,1.944,2.66,0,0,0,0,0,0,77.446,4.358,0,0,0.205,0.009,,,0,0,0,0,0,0,0,0,6.65,0.051,0,0
180083,LMG10-01,339,83,0,120,2010-01-21,07:07:00,04:07:00,-68.1322,-75.4252,07:49:00,-68.1047,-75.4205,42,2,2.4,2669,24,9,2,Standard,0-120,120.2,11487.4,Full,-1,-1,0,0,0,0,0.087,435.258,0,0,0.174,0.261,0,0,0.174,0.026,12.884,0.261,4.527,0.47,0.871,0.087,0,0,0,0,0.522,0.261,0.348,0.148,2.002,0.871,1.915,0.218,50.316,0.392,0,0,0,0,0,0,0.087,0.009,0.087,0.017,0.087,0.026,0.261,0.209,0.087,0.017,0.261,0.017,0,0,1.48,0.392,0,0,0,0,0.435,0.131,9.489,0.522,0,0,0.348,0.009,,,0,0,0,0,0,0,0,0,6.529,0.087,0,0
180086,LMG10-01,351,86,0,40,2010-01-21,15:33:00,12:33:00,-68.6931,-74.1792,15:58:00,-68.691,-74.1441,25,69,,549,20.7,47,2,Standard,0-120,120.3,5976.1,Full,1.171,0.015,0.167,0.015,0,0,0,0,0,0,0,0,0,0,0.167,-1,5.857,0.167,0.669,0.033,0.167,0.015,0,0,0,0,0.167,0.015,0.167,0.015,0.502,0.067,4.183,0.033,108.097,0.87,0,0,0,0,0,0,0,0,0.167,0.033,0.167,0.015,0,0,0,0,0,0,0,0,29.785,44.979,0.335,0.084,0,0,0,0,18.239,0.502,0,0,0.669,0.015,,,0.167,0.015,0,0,0,0,0,0,3.179,0.017,0,0
180089,LMG10-01,359,89,0,0,2010-01-21,20:54:00,17:54:00,-68.9657,-73.5574,21:36:00,-68.947,-73.4966,42,51,2.1,216,9.5,350,2,Standard,0-120,120.2,12036.1,Full,0.166,0.007,1.579,0.066,0,0,0,0,0,0,0.499,0.025,0,0,0.083,0.008,0.499,0.007,0.166,0.017,0,0,0,0,0,0,0,0,0,0,0.415,0.141,18.86,0.266,53.007,0.486,0,0,0,0,0,0,0.499,0.017,0,0,0,0,0,0,0,0,0,0,0,0,8.807,3.739,61.482,10.941,0,0,0,0,29.661,0.973,0,0,0.582,0.008,,,0,0,0,0,0,0,0.748,3.157,25.839,0.165,0,0
180093,LMG10-01,373,93,100,0,2010-01-22,04:58:00,01:58:00,-68.3886,-71.6968,05:21:00,-68.3986,-71.6679,23,125,1.9,114,21.3,112,2,Shallow,0-80,72.1,5554.1,Full,-1,-1,5.581,0.216,0,0,0,0,0,0,0.54,0.036,0.18,0.072,0.18,0.036,7.742,0.36,0.18,0.018,0,0,0,0,0,0,0,0,0.18,0.016,0.18,0.018,15.844,0.018,40.511,0.36,0,0,0,0,0.36,0.036,0.36,0.018,0,0,0,0,0,0,0,0,0.18,0.016,0,0,0.9,0.9,0,0,0,0,0,0,4.321,0.36,0,0,0,0,,,0,0,0,0,0,0,0,0,9.543,0.144,0,0
180096,LMG10-01,387,96,200,-40,2010-01-24,17:16:00,14:16:00,-68.0329,-69.2955,17:46:00,-68.0383,-69.3387,30,248,2.5,745,13.8,265,2,Standard,0-120,120.1,7478.9,Full,0.134,0.012,0.134,0.012,0,0,0,0,0,0,0.267,0.08,0,0,0.535,0.134,16.313,0.535,0.669,0.201,0.134,0.013,0,0,0,0,0.267,0.012,0,0,3.075,1.07,27.411,0.535,117.397,1.203,0,0,0,0,0,0,0,0,0,0,0.401,0.012,0,0,0,0,0.267,0.013,0,0,0.669,0.802,0,0,0,0,0,0,13.237,0.669,0,0,0,0,,,0,0,0,0,0,0,0,0,5.883,0.107,0,0
180099,LMG10-01,400,99,-122,-23,2010-01-26,08:07:00,05:07:00,-69.8185,-75.5457,08:30:00,-69.8191,-75.5782,23,263,2.4,576,6.5,112,2,Standard,0-120,120.7,4340.9,Full,-1,-1,12.44,0.461,0,0,0,0,0,0,0.921,0.461,0,0,0,0,3.455,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225,0.023,30.869,0.173,0,0,0,0,0.23,0.046,0,0,0.461,0.138,0.23,0.021,0,0,0,0,0.23,0.023,0.461,0.021,0.23,0.046,0.921,0.23,0,0,0,0,1.152,0.138,0,0,1.152,0.023,,,0,0,0,0,0,0,0,0,5.529,0.058,0,0
180109,LMG10-01,421,109,-100,0,2010-01-28,00:32:00,21:32:00,-69.4982,-75.4919,00:56:00,-69.5131,-75.5259,24,247,0.7,240,4.3,65,2,Standard,0-120,120.4,7823.9,Full,0,0,1.789,0.038,0,0,0,0,0.639,0.038,0,0,0,0,0,0,1.406,0.013,0.128,0.013,0,0,0,0,0,0,0,0,0.128,0.012,0.511,0.115,0.511,0.012,19.172,0.064,0,0,0,0,0.128,0.026,0.128,0.012,0,0,0,0,0.128,0.026,0,0,0.128,0.012,0,0,2.556,0.639,54.832,13.548,0,0,0,0,0.767,0.038,0,0,0.511,0.012,,,0,0,0,0,0,0,0,0,5.113,0.038,0,0
190001,LMG11-01,16,1,600,100,2011-01-07,21:25:00,18:25:00,-64.5755,-65.3281,21:55:00,-64.5711,-65.3688,30,281,2.3,619,8,277,2,Standard,0-120,120.1,7481.6,Full,0,0,0,0,0.134,0.013,0,0,0,0,0,0,0.134,0.187,0.134,0.013,208.11,7.351,0.401,0.134,0.936,0.107,0,0,0,0,0.134,0.012,0,0,0.267,0.267,19.381,1.738,59.345,0.668,0,0,0,0,0,0,0.134,0.013,0,0,0.134,0.012,19.247,0.401,0,0,0,0,0,0,28.069,25.663,0,0,0,0,0,0,7.084,1.002,0.134,0.012,0.134,0.013,,,0.134,0.04,0,0,0,0,0,0,0.936,0.024,0.535,0.013
190004,LMG11-01,34,4,600,200,2011-01-08,10:11:00,07:11:00,-63.9694,-66.8343,10:57:00,-63.9584,-66.9,46,289,2.8,3070,15,270,2,Standard,0-120,120.3,15224.5,Full,0.197,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.125,9.735,14.91,0.88,0.525,0.039,0,0,0,0,1.182,0.92,0.066,-1,0,0,0,0,11.889,1.622,0,0,0,0,0,0,2.759,0.145,0.854,0.059,2.168,0.066,2.233,0.092,0,0,0.263,0.02,0,0,13.597,22.858,0,0,0,0,0,0,135.243,14.062,0,0,0,0,,,71.135,172.157,0,0,0.131,0.006,0,0,0.131,0.007,0,0
190008,LMG11-01,44,8,500,200,2011-01-08,22:01:00,19:01:00,-64.6033,-68.2763,22:41:00,-64.6192,-68.322,40,237,2,2735,0.3,86,2,Standard,0-120,120,11450.8,Full,-1,-1,0.262,0.349,0,0,0,0,0,0,0,0,0.087,2.62,0.087,0.035,642.575,21.318,3.93,0.349,1.048,0.087,0,0,0,0,0.349,0.262,0,0,0.262,0.131,26.723,1.223,127.153,1.37,0,0,0,0,0,0,5.327,0.253,2.795,0.148,0.349,0.017,1.485,0.035,0,0,0.524,0.026,0,0,2.882,5.589,0,0,0,0,0,0,15.37,1.747,0.524,0.008,0,0,1.223,0.699,109.861,208.719,0.437,8.034,1.485,0.131,0,0,0,0,0,0
190011,LMG11-01,60,11,500,120,2011-01-09,06:41:00,03:41:00,-65.1153,-67.0918,07:18:00,-65.1242,-67.1425,37,243,2.2,694,12.5,245,2,Standard,0-120,120.4,9693.8,Full,0.516,0.021,0.309,0.021,0.206,0.206,0,0,0,0,0,0,0.206,0.464,0.516,0.103,273.577,13.153,8.459,0.774,2.166,0.186,0.103,0.009,0.103,0.031,0.413,0.021,0.206,0.093,3.404,2.269,11.244,2.218,442.86,7.015,0,0,0,0,0,0,6.293,0.413,5.571,0.309,0.516,0.103,4.745,0.134,0.103,0.01,0.825,0.206,0,0,1.754,2.992,0,0,0,0,0,0,253.461,16.66,0.103,0.009,0,0,,,298.747,310.714,0.413,12.585,1.96,0.619,0,0,0.413,0.061,0,0
190015,LMG11-01,74,15,500,60,2011-01-09,13:50:00,10:50:00,-65.4807,-66.1499,14:18:00,-65.4888,-66.179,28,256,1.8,310,16.5,220,2,Standard,0-120,119.9,5980.9,Full,-1,-1,0,0,0,0,0,0,0,0,0,0,0.167,0.502,1.003,0.167,75.909,2.508,0.836,0.167,0.334,0.084,0,0,0,0,0,0,0,0,1.338,0.669,11.704,2.006,35.112,0.368,0,0,0,0,0,0,0.836,0.084,0.334,0.033,0,0,7.357,0.167,0,0,0.334,0.015,0,0,156.833,60.453,0,0,0,0,0,0,433.046,32.677,0,0,0,0,,,18.559,167.199,0,0,3.678,0.134,0,0,1.17,0.015,0,0
190019,LMG11-01,89,19,600,40,2011-01-10,16:19:00,13:19:00,-64.9239,-64.4053,16:53:00,-64.9428,-64.3931,34,148,2.4,1019,9,175,2,Standard,0-120,122.5,8910.2,Full,0,0,0.449,0.01,0,0,0,0,0,0,0,0,0,0,0.112,0.034,42.087,2.132,0.337,0.067,1.235,0.123,0,0,0,0,0,0,0,0,0.449,0.393,33.333,1.077,19.753,0.18,0,0,0,0,0.112,0.01,0,0,0,0,0.449,0.01,6.622,0.135,0,0,0,0,0,0,1.683,1.829,0.112,0.034,0,0,0,0,270.701,23.12,0,0,0.112,0.01,,,0,0,0,0,0.337,0.101,0,0,1.571,0.067,0,0
190020,LMG11-01,90,20,600,40,2011-01-10,17:03:00,14:03:00,-64.9421,-64.3906,17:31:00,-64.925,-64.4032,28,346,2.3,1380,7,180,2,Standard,0-120,119.9,6612.2,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059,0.091,32.969,1.664,0,0,1.059,0.076,0,0,0,0,0,0,0.151,0.014,1.21,0.756,14.67,0.756,19.963,0.227,0,0,0,0,0,0,0,0,0,0,0,0,4.386,0.045,0,0,0,0,0,0,3.478,1.664,0,0,0,0,0,0,131.574,11.343,0,0,0,0,,,0,0,0,0,0,0,0,0,1.059,0.074,0,0
190023,LMG11-01,106,23,600,40,2011-01-11,02:14:00,23:14:00,-64.9297,-64.4221,02:40:00,-64.9338,-64.3895,26,114,2.1,1220,0.5,5,2,Standard,0-120,120,5846.6,Full,0.171,0.015,0.342,0.015,0,0,0,0,0,0,0,0,0.171,0.428,0,0,37.629,2.395,0.684,0.086,1.026,0.068,0,0,0,0,0.171,0.015,0,0,0,0,10.433,0.77,65.167,0.582,0,0,0,0,0,0,0,0,0,0,0,0,1.539,0.086,0,0,0.171,0.015,0,0,61.746,17.275,0,0,0.171,0.068,0,0,32.84,2.908,0,0,0.342,0.015,,,5.815,13.17,0,0,0,0,0,0,2.395,0.032,0,0
190031,LMG11-01,160,31,600,40,2011-01-12,11:47:00,08:47:00,-64.8907,-64.2452,12:16:00,-64.8778,-64.2157,29,60,1.5,878,28,70,2,Standard,0-120,120.1,7619.5,Full,0,0,0.262,0.012,0,0,0,0,0,0,0,0,0.131,0.262,0.131,0.026,44.491,1.969,0.656,0.144,0.787,0.039,0,0,0,0,0,0,0,0,0,0,3.937,0.591,10.106,0.131,0,0,0,0,0.131,0.012,0,0,0.394,0.039,0.262,0.012,4.331,0.052,0,0,0,0,0,0,1.575,0.486,0,0,0,0,0,0,388.607,27.561,0,0,0.131,0.012,,,4.068,19.555,0,0,0,0,0,0,2.625,0.012,0,0
190032,LMG11-01,162,32,600,40,2011-01-12,12:24:00,09:24:00,-64.8743,-64.2046,12:48:00,-64.8662,-64.1829,24,56,2.5,785,21.5,75,2,Standard,0-120,120.1,5189.8,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.973,0.385,0.385,0.058,0.578,0.039,0,0,0,0,0.385,0.017,0,0,0,0,36.996,2.12,32.564,0.385,0,0,0,0,0,0,0,0,0,0,0.771,0.017,1.927,0.019,0,0,0,0,0,0,0.771,1.156,0,0,0,0,0,0,56.457,4.817,0,0,0.385,0.017,,,0,0,0,0,0,0,0,0,8.093,0.094,0,0
190035,LMG11-01,173,35,400,40,2011-01-13,04:32:00,01:32:00,-66.2512,-67.3536,05:04:00,-66.2344,-67.3302,32,28,2.7,226,13,100,2,Standard,0-120,122,8645.3,Full,0.347,0.023,0.116,0.01,0,0,0,0,0,0,0,0,0.694,3.701,0.463,0.925,398.944,13.695,1.735,0.116,0.694,0.035,0,0,0.116,0.058,0.116,0.01,0,0,0.347,0.463,30.652,0.463,100.054,1.786,0,0,0,0,0.116,0.01,0.116,0.012,2.198,0.139,0,0,3.701,0.578,0,0,0.578,0.023,0,0,7.056,2.394,10.179,2.776,0,0,0,0,413.287,26.795,0,0,0,0,,,10.989,53.439,0,0,0.81,2.348,0,0,1.504,0.022,0,0
190040,LMG11-01,189,40,400,100,2011-01-13,11:43:00,08:43:00,-65.8882,-68.3117,11:58:00,-65.8844,-68.3025,15,42,3.2,339,22,65,2,Standard,0-120,119.8,3108.1,Full,0.965,0.029,12.548,0.643,0,0,0,0,0,0,0,0,0.965,1.609,0.322,0.161,66.921,4.826,2.896,0.965,0,0,0.322,0.029,0,0,0.965,0.029,0,0,1.93,1.126,39.574,2.735,49.226,0.804,0,0,0,0,0,0,0.643,0.064,0,0,0.643,0.032,0.643,0.032,0,0,0,0,0,0,0.643,0.483,0,0,0,0,0,0,463.3,23.326,0,0,0,0,,,6.113,37,0,0,0.965,0.064,0,0,0,0,0,0
190044,LMG11-01,211,44,300,100,2011-01-14,01:46:00,22:46:00,-66.5096,-69.876,02:19:00,-66.499,-69.8415,33,55,2,,23.8,47,2,Standard,0-120,121.1,8378.8,Full,0.358,0.011,0.955,0.048,0.119,0.239,0,0,0,0,0,0,1.552,7.758,0.716,0.095,528.716,16.659,0.955,0.179,0.716,0.06,0.119,0.011,0,0,0.119,0.011,0.119,0.012,1.432,0.955,83.306,3.506,204.325,2.63,0,0,0,0,0,0,0.358,0.024,0.239,0.024,0.119,0.011,0.835,0.024,0.119,0.012,0.358,0.011,0,0,1.074,-1,0.716,0.298,0,0,0,0,47.62,2.089,0.119,0.011,0.119,0.011,,,9.548,19.931,0,0,21.125,2.984,0,0,0.358,0.011,0,0
190047,LMG11-01,231,47,300,40,2011-01-14,11:29:00,08:29:00,-66.8861,-68.9626,11:56:00,-66.8919,-68.9237,27,125,2.5,666,2.1,0,2,Standard,0-120,120.1,6058.6,Full,-1,-1,17.331,0.413,0,0,0,0,0,0,0.33,0.033,0.165,1.32,0.825,0.248,54.963,1.898,2.146,0.248,0.165,0.017,0.33,0.017,0,0,0.495,0.015,0,0,2.311,1.898,76.42,4.301,324.331,4.034,0,0,0,0,0.165,0.015,0.165,0.015,0.495,0.033,0.99,0.017,4.456,0.033,0,0,0.33,0.015,0,0,9.903,2.641,2.806,0.578,0,0,0,0,11.884,0.578,0,0,2.311,0.03,,,1.32,2.476,0,0,11.224,4.952,0,0,9.738,0.165,0,0
190048,LMG11-01,232,48,300,40,2011-01-14,12:02:00,09:02:00,-66.8925,-68.9148,12:29:00,-66.8958,-68.8747,27,101,2.5,516,3.1,160,2,Standard,0-120,120.1,5975.1,Full,-1,-1,10.376,0.251,0,0,0,0,0,0,0,0,0.669,1.423,1.004,0.335,11.046,0.669,0.837,0.084,0,0,0,0,0,0,0.167,0.017,0,0,1.841,1.339,56.234,4.268,249.536,3.264,0,0,0,0,0,0,0.335,0.033,0.335,0.033,0.502,0.015,4.017,0.167,0,0,1.339,0.017,0.167,0.015,56.234,5.356,9.707,1.674,0,0,0,0,8.535,0.418,0,0,1.674,0.049,,,8.703,66.945,0,0,11.046,4.283,0,0,2.343,0.05,0,0
190051,LMG11-01,240,51,200,100,2011-01-14,21:51:00,18:51:00,-67.1255,-71.548,22:15:00,-67.1146,-71.5289,24,34,2.3,440,4,325,2,Standard,0-120,120,5305.9,Full,-1,-1,0,0,0,0,0,0,0,0,0.377,0.019,3.204,10.931,0.942,0.283,4037.792,202.813,10.177,1.885,1.319,0.113,0,0,0,0,0.188,0.019,0,0,0,0,26.197,0.848,608.383,11.063,0,0,0,0,0,0,0.188,0.017,3.958,0.075,0,0,0.377,0.017,0,0,0,0,0,0,9.8,14.135,0,0,0,0,0,0,1.319,0.075,1.131,0.017,0,0,,,0.377,0.188,0,0,65.399,22.24,0,0,0.942,0.019,0,0
190054,LMG11-01,252,54,200,40,2011-01-15,04:43:00,01:43:00,-67.5213,-70.6103,05:19:00,-67.5046,-70.5784,36,40,2.5,768,3,240,2,Standard,0-120,120.1,8101,Full,0.247,0.011,8.888,0.37,14.072,0.21,0,0,0,0,0,0,2.222,3.333,0.617,0.123,92.952,2.161,0.864,0.123,0,0,0,0,0,0,0.494,0.617,0.123,0.011,1.234,1.049,133.935,3.242,462.414,5.043,0.494,0.011,0,0,0.37,0.012,1.358,0.074,0.988,0.062,0,0,6.666,0.185,0.123,0.037,0,0,0,0,116.653,11.165,182.2,4.682,0,0,0,0,98.63,6.483,-1,-1,2.839,0.025,,,112.579,158.444,0,0,13.826,2.401,0.123,9.258,11.604,0.667,0,0
